sku_interno,codigo_erp,produto,loja,estoque_minimo_legado
3875,13001,CORTINA OUTLET -F3-,Betim,3
3875,13001,CORTINA OUTLET -F3-,Carijós,3
3875,13001,CORTINA OUTLET -F3-,Eldorado 2,3
3875,13001,CORTINA OUTLET -F3-,Fábrica,5
3875,13001,CORTINA OUTLET -F3-,G2,3
3875,13001,CORTINA OUTLET -F3-,Guaranis,3
3876,13002,CORTINA OUTLET -F4-,Fábrica,5
3877,13003,CORTINA OUTLET -F5-,Babita,3
3877,13003,CORTINA OUTLET -F5-,Barreiro,3
3877,13003,CORTINA OUTLET -F5-,Betim,3
3877,13003,CORTINA OUTLET -F5-,Eldorado 2,3
3877,13003,CORTINA OUTLET -F5-,Fábrica,5
3877,13003,CORTINA OUTLET -F5-,Tupis,3
3877,13003,CORTINA OUTLET -F5-,Venda Nova,3
3878,13004,CORTINA OUTLET -F6-,Fábrica,5
3879,13005,CORTINA OUTLET -F7-,Babita,3
3879,13005,CORTINA OUTLET -F7-,Barreiro,3
3879,13005,CORTINA OUTLET -F7-,Fábrica,5
3880,13006,CORTINA OUTLET -F8-,Barreiro,3
3880,13006,CORTINA OUTLET -F8-,Fábrica,5
3880,13006,CORTINA OUTLET -F8-,Venda Nova,3
3881,13007,CORTINA OUTLET -F9-,Babita,3
3881,13007,CORTINA OUTLET -F9-,Barreiro,3
3881,13007,CORTINA OUTLET -F9-,Betim,3
3881,13007,CORTINA OUTLET -F9-,Eldorado 2,3
3881,13007,CORTINA OUTLET -F9-,Fábrica,5
3881,13007,CORTINA OUTLET -F9-,Guaranis,3
3881,13007,CORTINA OUTLET -F9-,Venda Nova,3
3882,13008,CORTINA OUTLET -F10-,Eldorado 2,3
3882,13008,CORTINA OUTLET -F10-,Fábrica,5
3882,13008,CORTINA OUTLET -F10-,Venda Nova,3
3883,13009,CORTINA OUTLET -G1-,Fábrica,5
3884,13010,CORTINA OUTLET -G2-,Fábrica,5
3885,13011,CORTINA OUTLET -G3-,Barreiro,3
3885,13011,CORTINA OUTLET -G3-,Betim,3
3885,13011,CORTINA OUTLET -G3-,Eldorado 2,3
3885,13011,CORTINA OUTLET -G3-,Fábrica,5
3886,13012,CORTINA OUTLET -G4-,Fábrica,5
3887,13013,CORTINA OUTLET -G5-,Babita,3
3887,13013,CORTINA OUTLET -G5-,Barreiro,3
3887,13013,CORTINA OUTLET -G5-,Betim,3
3887,13013,CORTINA OUTLET -G5-,Eldorado 2,3
3887,13013,CORTINA OUTLET -G5-,Fábrica,5
3887,13013,CORTINA OUTLET -G5-,Tupis,3
3888,13014,CORTINA OUTLET -G6-,Babita,3
3888,13014,CORTINA OUTLET -G6-,Fábrica,5
3888,13014,CORTINA OUTLET -G6-,Venda Nova,3
3889,13019,CORTINA OUTLET -H1-,Babita,3
3889,13019,CORTINA OUTLET -H1-,Barreiro,3
3889,13019,CORTINA OUTLET -H1-,Betim,3
3889,13019,CORTINA OUTLET -H1-,Eldorado 2,3
3889,13019,CORTINA OUTLET -H1-,Fábrica,5
3890,13020,CORTINA OUTLET -H2-,Fábrica,5
3891,13021,CORTINA OUTLET -H3-,Fábrica,5
3892,13022,CORTINA OUTLET -H4-,Fábrica,5
3893,13023,CORTINA OUTLET -H5-,Fábrica,5
3893,13023,CORTINA OUTLET -H5-,Guaranis,3
3893,13023,CORTINA OUTLET -H5-,Venda Nova,3
3894,13024,CORTINA OUTLET -H6-,Barreiro,3
3894,13024,CORTINA OUTLET -H6-,Eldorado 2,3
3894,13024,CORTINA OUTLET -H6-,Fábrica,5
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Babita,3
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Barreiro,3
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Betim,3
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Carijós,3
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Eldorado 2,3
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Fábrica,5
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,G2,3
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Guaranis,3
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Tupis,3
3968,13104,CORTINA LUX DARK LINHO ELEGANCE PRATA 4.00X2.60,Venda Nova,3
4004,1313,CORTINA SARON REFORMA,Barreiro,3
4004,1313,CORTINA SARON REFORMA,Eldorado 2,3
4004,1313,CORTINA SARON REFORMA,Fábrica,5
4004,1313,CORTINA SARON REFORMA,G2,3
4004,1313,CORTINA SARON REFORMA,Guaranis,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Babita,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Barreiro,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Betim,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Carijós,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Eldorado 2,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Fábrica,5
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,G2,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Guaranis,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Tupis,3
4014,13151,CORTINA LUX UNICA BLACK MILÃO CINZA 4.00X2.60,Venda Nova,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Babita,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Barreiro,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Betim,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Carijós,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Eldorado 2,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Fábrica,5
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,G2,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Guaranis,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Tupis,3
4016,13153,CORTINA LUX UNICA BLACK MILÃO PRATA 4.00X2.60,Venda Nova,3
1210,1499,Cortina,Fábrica,5
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Babita,3
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Barreiro,3
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Betim,3
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Carijós,3
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Eldorado 2,3
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Fábrica,5
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,G2,3
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Guaranis,3
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Tupis,3
465,1779,CORTINA LUX UNICA CTL LISO BRANCO 4.00X2.60,Venda Nova,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Babita,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Barreiro,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Betim,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Carijós,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Eldorado 2,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Fábrica,5
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,G2,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Guaranis,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Tupis,3
469,1883,CORTINA MICROFIBRA PEROLA 5.80X2.60,Venda Nova,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Babita,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Barreiro,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Betim,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Carijós,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Eldorado 2,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Fábrica,5
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,G2,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Guaranis,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Tupis,3
470,1884,CORTINA MICROFIBRA PRATA 5.80X2.60,Venda Nova,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Babita,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Barreiro,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Betim,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Carijós,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Eldorado 2,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Fábrica,5
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,G2,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Guaranis,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Tupis,3
473,2732,CORTINA MICROFIBRA RATO 2.60X1.70,Venda Nova,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Babita,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Barreiro,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Betim,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Carijós,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Eldorado 2,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Fábrica,5
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,G2,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Guaranis,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Tupis,3
474,3060,CORTINA LUX UNICA CTL LISO PRATA 4.00X2.60,Venda Nova,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Babita,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Barreiro,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Betim,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Carijós,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Eldorado 2,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Fábrica,5
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,G2,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Guaranis,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Tupis,3
475,3101,CORTINA CORTA LUZ 70% LISO CINZA 4.00X2.60,Venda Nova,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Babita,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Barreiro,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Betim,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Carijós,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Eldorado 2,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Fábrica,5
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,G2,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Guaranis,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Tupis,3
476,3102,CORTINA CORTA LUZ 70% LISO TABACO 4.00X2.60,Venda Nova,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Babita,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Barreiro,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Betim,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Carijós,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Eldorado 2,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Fábrica,5
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,G2,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Guaranis,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Tupis,3
477,3103,CORTINA LUX UNICA CTL LISO PRETO 4.00X2.60,Venda Nova,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Babita,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Barreiro,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Betim,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Carijós,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Eldorado 2,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Fábrica,5
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,G2,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Guaranis,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Tupis,3
479,3113,CORTINA CORTA LUZ 70% LISO TABACO 2.60X2.60,Venda Nova,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Babita,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Barreiro,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Betim,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Carijós,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Eldorado 2,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Fábrica,5
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,G2,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Guaranis,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Tupis,3
503,4222,CORTINA CORTA LUZ 70% LISO TABACO 2.60X1.70,Venda Nova,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Babita,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Barreiro,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Betim,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Carijós,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Eldorado 2,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Fábrica,5
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,G2,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Guaranis,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Tupis,3
506,4459,CORTINA LUX UNICA CTL LISO PRETO 2.60X1.70,Venda Nova,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Babita,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Barreiro,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Betim,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Carijós,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Eldorado 2,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Fábrica,5
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,G2,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Guaranis,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Tupis,3
509,4529,CORTINA MICROFIBRA RATO 4.00X2.60,Venda Nova,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Babita,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Barreiro,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Betim,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Carijós,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Eldorado 2,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Fábrica,5
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,G2,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Guaranis,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Tupis,3
510,4538,CORTINA CORTA LUZ 70% LISO ROSA BB 2.60X1.70,Venda Nova,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Babita,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Barreiro,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Betim,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Carijós,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Eldorado 2,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Fábrica,5
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,G2,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Guaranis,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Tupis,3
512,4546,CORTINA BLACKOUT PVC LILAS 2.60X1.70,Venda Nova,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Babita,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Barreiro,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Betim,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Carijós,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Eldorado 2,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Fábrica,5
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,G2,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Guaranis,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Tupis,3
513,4547,CORTINA LUX UNICA BLACK PVC NUDE 2.60X1.70,Venda Nova,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Babita,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Barreiro,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Betim,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Carijós,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Eldorado 2,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Fábrica,5
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,G2,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Guaranis,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Tupis,3
528,5484,CORTINA CORTA LUZ 70% LISO CINZA 2.60X1.70,Venda Nova,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Babita,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Barreiro,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Betim,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Carijós,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Eldorado 2,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Fábrica,5
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,G2,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Guaranis,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Tupis,3
531,5545,CORTINA LUX UNICA BLACK PVC PEROLA 2.60X1.70,Venda Nova,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Babita,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Barreiro,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Betim,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Carijós,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Eldorado 2,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Fábrica,5
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,G2,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Guaranis,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Tupis,3
593,6034,CORTINA LUX UNICA FLAME TRIGO 2.60X1.70,Venda Nova,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Babita,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Barreiro,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Betim,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Carijós,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Eldorado 2,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Fábrica,5
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,G2,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Guaranis,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Tupis,3
615,740,CORTINA LUX UNICA TERGAL BRANCO 2.60X1.70,Venda Nova,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Babita,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Barreiro,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Betim,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Carijós,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Eldorado 2,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Fábrica,5
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,G2,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Guaranis,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Tupis,3
616,742,CORTINA LUX UNICA TERGAL PEROLA 2.60X1.70,Venda Nova,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Babita,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Barreiro,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Betim,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Carijós,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Eldorado 2,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Fábrica,5
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,G2,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Guaranis,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Tupis,3
621,755,CORTINA LUX UNICA TERGAL PRATA 2.60X1.70,Venda Nova,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Babita,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Barreiro,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Betim,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Carijós,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Eldorado 2,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Fábrica,5
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,G2,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Guaranis,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Tupis,3
636,776,CORTINA LUX UNICA TERGAL BRANCO 4.00X2.60,Venda Nova,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Babita,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Barreiro,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Betim,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Carijós,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Eldorado 2,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Fábrica,5
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,G2,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Guaranis,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Tupis,3
638,781,CORTINA LUX UNICA TERGAL PEROLA 4.00X2.60,Venda Nova,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Babita,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Barreiro,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Betim,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Carijós,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Eldorado 2,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Fábrica,5
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,G2,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Guaranis,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Tupis,3
639,782,CORTINA LUX UNICA TERGAL PRATA 4.00X2.60,Venda Nova,3
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Babita,3
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Barreiro,3
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Betim,3
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Carijós,3
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Eldorado 2,3
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Fábrica,5
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,G2,3
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Guaranis,3
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Tupis,3
