sku_internal_id,erp_code,product_name,cdKey,cdMiraGapRaw,cdTermDisplay,xLojas,rawSum,productionTotal,minFinalCd,p150TodayCd,dispTodayCd,error
996,8751,TEC. MICROFIBRA TIFFANY - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
997,8753,TEC MICROFIBRA OCRE 07 - 3.00 MT,Fábrica,0,3,0,0,3,3,19.33731684414934,201,
998,8754,TEC. MICROFIBRA ROSA PINK - 2.25 MT,Fábrica,0,1,0,0,1,1,1,65,
999,8837,TEC. MICROFIBRA TRIGO 2.80,Fábrica,34,34,0,34,34,3,34.31393300395458,0,
1000,9075,"TEC. BLACK ALEMAO BRANCO - 2,80 MT",Fábrica,1,1,0,1,1,1,1,0,
1001,9076,"TEC. BLACK ALEMAO MARROM - 2,80 MT",Fábrica,1,1,0,1,1,1,1,0,
1002,9077,"TEC. BLACK ALEMAO PEROLA - 2,80 MT",Fábrica,1,1,0,1,1,1,1,0,
1003,9078,TEC. BLACK ALEMAO PRETO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1004,9079,"TEC. BLACK CHESS BEGE - 2,80 MT",Fábrica,1,1,0,1,1,1,1,0,
1005,9081,"TEC. BLACK CHESS PRATA - 2,80 MT",Fábrica,1,1,0,1,1,1,1,0,
1006,9090,TEC CORTA LUZ LISO BEGE 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1007,9091,TEC CORTA LUZ LISO BRANCO 2.80 MT,Fábrica,51,51,0,51,51,3,51.13375267953623,0,
1008,9092,TEC CORTA LUZ LISO CINZA 2.80 MT,Fábrica,0,3,0,0,3,3,32.971385344100995,47.3,
1009,9093,TEC CORTA LUZ LISO PEROLA 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1010,9094,TEC CORTA LUZ LISO PRETO 2.80 MT,Fábrica,10,10,0,10,10,2,9.743860613656675,0,
1011,9095,TEC CORTA LUZ LISO ROSA BB 2.80 MT,Fábrica,0,3,0,0,3,3,22.265663317083934,44,
1012,9096,TEC CORTA LUZ LISO TABACO 2.80 MT,Fábrica,23,23,0,23,23,3,47.72452742112899,24.6,
1013,9097,TEC CORTA LUZ LINHO AREIA 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1014,9098,TEC CORTA LUZ LINHO BRANCO 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1015,9099,TEC CORTA LUZ LINHO CINZA 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1016,9100,TEC CORTA LUZ LINHO KRAFT 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1017,9101,TEC CORTA LUZ LINHO MARROM 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1018,9102,TEC CORTA LUZ LINHO PEROLA 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1019,9103,TEC BLACKOUT RUSTICO BRANYL 2.80 MT,Fábrica,0,2,0,0,2,2,9.328656536153414,95.2,
1020,9104,TEC BLACK PVC LISO 1.40 MT BRANCO,Fábrica,34,34,0,34,34,3,34.02474841811181,0,
1021,9105,TEC. BLACK PVC BRANCO - 2.20 MT,Fábrica,1,1,0,1,1,1,1,0,
1022,9106,TEC BLACK PVC LISO 1.40 MT NUDE,Fábrica,21,21,0,21,21,3,20.6943967836119,0,
1023,18,TEC BLACK PVC LISO 1.40 MT PEROLA,Fábrica,28,28,0,28,28,3,27.907728792224063,0,
1024,9109,TEC. BLACK PVC PEROLA - 2.20 MT,Fábrica,1,1,0,1,1,1,1,0,
1025,9133,TEC. LINHO BOTONE KAKI - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1026,9134,TEC. LINHO BOTONE PRATA - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1027,9141,TEC. LINHO PARATI CRU 2.90,Fábrica,1,1,0,1,1,1,1,0,
1028,9142,"TEC. LINHO RUSTICO NATURAL 2,80",Fábrica,15,15,0,15,15,2,15.326778657217883,0,
1029,9146,TEC. LINHO XD CORTEX FUNGHI - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1030,9150,TEC. MAQUINETADO BRANCO - 1.50 MT,Fábrica,1,1,0,1,1,1,1,0,
1031,9151,TEC. MAQUINETADO CARAMELO - 1.50 MT,Fábrica,1,1,0,1,1,1,1,0,
1032,9152,TEC. MAQUINETADO CINZA - 1.50 MT,Fábrica,1,1,0,1,1,1,1,0,
1033,9153,TEC. MAQUINETADO PALHA - 1.50 MT,Fábrica,1,1,0,1,1,1,1,0,
1034,9154,TEC. MAQUINETADO PRETO - 1.50 MT,Fábrica,1,1,0,1,1,1,1,0,
1035,9155,TEC. MAQUINETADO ROSA BB - 1.50 MT,Fábrica,1,1,0,1,1,1,1,0,
1036,9157,TEC. MAQUINETADO TABACO - 1.50 MT,Fábrica,1,1,0,1,1,1,1,0,
1037,9158,TEC. MAQUINETADO VERDE MUSGO - 1.50 MT,Fábrica,1,1,0,1,1,1,1,0,
1038,9159,TEC. MAQUINETADO VERMELHO 1.5,Fábrica,1,1,0,1,1,1,1,0,
1039,9160,"TEC. MICROFIBRA AZUL HORTÊNCIA 2,80",Fábrica,0,1,0,0,1,1,1,5.8,
1040,9161,"TEC. MICROFIBRA BRANCO 2,80",Fábrica,820,820,0,820,820,3,819.8605183695291,0,
1041,9163,TEC. MICROFIBRA CHOCOLATE - 3.00 MT,Fábrica,12,12,0,12,12,2,12.336807149973653,0,
1042,9165,"TEC. MICROFIBRA KAKI 2,80",Fábrica,23,23,0,23,23,3,43.91984417041054,20.6,
1043,9166,TEC. MICROFIBRA LILAS - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1044,9167,TEC. MICROFIBRA MARROM 2.80,Fábrica,14,14,0,14,14,3,26.380686828417943,12.4,
1045,9168,TEC. MICROFIBRA OCRE 2.80,Fábrica,1,1,0,1,1,1,1,0,
1046,9169,TEC. MICROFIBRA PEROLA 2.80,Fábrica,262,262,0,262,262,3,262.2285809553521,0,
1047,9171,TEC. MICROFIBRA PRATA 2.80,Fábrica,103,103,0,103,103,3,102.86805132123169,0,
1048,9172,TEC. MICROFIBRA PRETO 2.80,Fábrica,33,33,0,33,33,3,33.3399020110007,0,
1049,9173,TEC. MICROFIBRA RATO - 3.00 MT,Fábrica,7,7,0,7,7,3,18.463369408556815,11.1,
1050,9174,TEC. MICROFIBRA ROSA BB - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1051,9175,TEC. MICROFIBRA ROSA PINK - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1052,9176,TEC. MICROFIBRA VERDE - 2.80 MT,Fábrica,0,1,0,0,1,1,1.1390097266059767,13.8,
1053,9177,TEC. MICROFIBRA VERMELHO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1054,9184,TEC. OXFORD LISO AZUL MARINHO - 3.00 MT,Fábrica,0,2,0,0,2,2,7.407423196351744,100.7,
1055,9185,TEC. OXFORD LISO AZUL HORTENCIA - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1056,9186,TEC. OXFORD LISO AZUL ROYAL - 3.00 MT,Fábrica,0,1,0,0,1,1,1,110.5,
1057,9187,TEC. OXFORD LISO BEGE - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1058,84,TEC. OXFORD LISO BRANCO - 3.00 MT,Fábrica,0,2,0,0,2,2,16.155940900194256,352.2,
1059,9189,TEC. OXFORD LISO CARAMELO - 3.00 MT,Fábrica,0,1,0,0,1,1,1,4.1,
1060,9190,TEC. OXFORD LISO CRU - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1061,9191,TEC. OXFORD LISO LILAS - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1062,9192,TEC. OXFORD LISO MARROM - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1063,9193,TEC. OXFORD LISO PEROLA - 3.00 MT,Fábrica,0,1,0,0,1,1,1.4095820474351517,103.4,
1064,9194,TEC. OXFORD LISO PRATA - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1065,9195,TEC. OXFORD LISO PRETO - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1066,9196,TEC. OXFORD LISO ROSA BB - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1067,9197,TEC. OXFORD LISO ROSA PINK - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1068,9199,TEC. OXFORD LISO TRIGO - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1069,9200,TEC. OXFORD LISO PALHA - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1070,9201,TEC. OXFORD LISO VINHO - 3.00 MT,Fábrica,0,3,0,0,3,3,32.579576334647435,84,
1071,9202,TEC. OXFORD LISO VERMELHO - 3.00 MT,Fábrica,0,3,0,0,3,3,25.4947442525676,57,
1072,9221,TEC. VOIL SLIM BRANCO 3.00,Fábrica,64,64,0,64,64,3,63.990944594973605,0,
1073,9224,TEC. VOIL SLIM LILAS - 3.00 MT,Fábrica,0,1,0,0,1,1,1,7,
1074,9225,TEC VOIL SLIM MARROM 3.00,Fábrica,1,1,0,1,1,1,1,0,
1075,9227,TEC. VOIL SLIM OCRE 24 3.00,Fábrica,0,1,0,0,1,1,1,13.2,
1076,9228,TEC. VOIL SLIM PEROLA 3.0,Fábrica,159,159,0,159,159,3,158.8881324277989,0,
1077,9229,TEC. VOIL SLIM PRATA 3.0,Fábrica,50,50,0,50,50,3,49.790884311749004,0,
1078,9230,TEC. VOIL SLIM PRETO - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1079,9231,TEC. VOIL SLIM ROSA BB - 3.00 MT,Fábrica,1,1,0,1,1,1,1,0,
1080,9232,TEC. VOIL SLIM ROSA PINK - 3.00 MT,Fábrica,0,1,0,0,1,1,1,55.5,
1081,9237,TEC. VOIL XADREZ BRANCO 2.80,Fábrica,0,3,0,0,3,3,49.6744047453568,121.4,
1082,9240,TEC VOIL XADREZ PEROLA 2.80,Fábrica,68,68,0,68,68,3,68.28306754015605,0,
1083,9241,TEC. VOIL XADREZ PRATA 2.80,Fábrica,56,56,0,56,56,3,55.63622383366821,0,
1084,9243,TEC. VOIL XADREZ ROSA BB 2.80,Fábrica,1,1,0,1,1,1,1,0,
1085,9244,TEC. VOIL XADREZ TERRA 2.80 ,Fábrica,1,1,0,1,1,1,1,0,
1086,9634,TEC. LONDRES BRASAO MARROM - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1087,9711,TEC CORTA LUZ LISO CRU 2.80 MT,Fábrica,55,55,0,55,55,3,54.980278360677005,0,
1088,9712,TEC CORTA LUZ LISO NUDE 2.80 MT,Fábrica,6,6,0,6,6,1,5.585619643502554,0,
1089,9800,TEC. BORD VOIL KITCHEN BULE MARROM - 1.35 MT,Fábrica,1,1,0,1,1,1,1,0,
1090,9801,TEC. BORD VOIL KITCHEN BULE VERMELHO - 1.35 MT,Fábrica,1,1,0,1,1,1,1,0,
1091,9802,TEC. BORD VOIL KITCHEN GALINHA - 1.35 MT,Fábrica,1,1,0,1,1,1,1,0,
1092,9803,TEC. BORD VOIL KITCHEN MELANCIA - 1.35 MT,Fábrica,1,1,0,1,1,1,1,0,
1093,9804,TEC. BORD VOIL KITCHEN PERA - 1.35 MT,Fábrica,1,1,0,1,1,1,1,0,
1094,9805,TEC. BORD VOIL KITCHEN VAQUINHA - 1.35 MT,Fábrica,1,1,0,1,1,1,1,0,
1095,9878,TEC. BLACK PVC AZUL MARINHO - 1.40 MT,Fábrica,43,43,0,43,43,3,47.97131340832605,5,
1096,9879,TEC BLACK PVC LISO 1.40 MT CONCRETO,Fábrica,1,1,0,1,1,1,1,0,
1097,9880,TEC BLACK PVC LISO 1.40 MT UVA,Fábrica,1,1,0,1,1,1,1,0,
1098,9881,TEC BLACK PVC LISO 1.40 MT TABACO,Fábrica,6,6,0,6,6,1,5.687504223119442,0,
1099,9882,TEC BLACK PVC LISO 1.40 MT VERMELHO,Fábrica,1,1,0,1,1,1,1,0,
1100,9883,TEC. BLACK PVC ARABESCO CAFE - 1.40 MT,Fábrica,1,1,0,1,1,1,1,0,
1101,9884,TEC. BLACK PVC BAILARINA - 1.40 MT,Fábrica,1,1,0,1,1,1,1,0,
1102,9885,TEC. BLACK PVC FLORAL PRETO - 1.40 MT,Fábrica,1,1,0,1,1,1,1,0,
1103,9886,TEC. BLACK PVC PRATA - 1.40 MT,Fábrica,1,1,0,1,1,1,1,0,
1104,9887,TEC BLACK PVC EST. 1.40 MT LINHO BEGE,Fábrica,1,1,0,1,1,1,1,0,
1105,9888,TEC. BLACK PVC SPORTS - 1.40 MT,Fábrica,1,1,0,1,1,1,1,0,
1106,9897,TEC BLACK PVC LISO 1.40 MT LILAS,Fábrica,0,3,0,0,3,3,20.071203947100905,87,
1107,9108,TEC BLACK PVC LISO 1.40 MT ROSA,Fábrica,1,1,0,1,1,1,1,0,
1108,9977,"TEC. LINHO RUSTICO PRATA - 3,00 MT",Fábrica,1,1,0,1,1,1,1,0,
1109,9978,TEC. LINHO BOTONE GRAFITE - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1110,9080,"TEC. BLACK CHESS PALHA - 2,80 MT",Fábrica,1,1,0,1,1,1,1,0,
1111,9233,TEC VOIL SLIM TERRA  3.00,Fábrica,1,1,0,1,1,1,1,0,
1112,8166,"TEC MICROFIBRA CHOCOLATE 2,80",Fábrica,1,1,0,1,1,1,1,0,
1113,8170,TEC MICROFIBRA RATO 2.80,Fábrica,1,1,0,1,1,1,1,0,
1114,8165,"TEC BLACK LINHO LISO MARROM 2,80",Fábrica,1,1,0,1,1,1,1,0,
1115,1198,DUPLEX VOIL XADREZ BRANCO - 2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1116,1204,DUPLEX VOIL XADREZ PRATA  - 2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1117,2827,DUPLEX VOIL SLIM CHA - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1118,10024,TEC VOIL SLIM CHA 3.00,Fábrica,1,1,0,1,1,1,1,0,
1119,4751,CORTA LUZ 60% 2.60X1.80 CHESS PALHA,Fábrica,1,1,0,1,1,1,1,0,
1120,5514,CORTA LUZ 2.60X1.80 CHESS BEGE,Fábrica,1,1,0,1,1,1,1,0,
1121,7960,CORTA LUZ 60% 2.60X1.80 CHESS PRATA,Fábrica,1,1,0,1,1,1,1,0,
1122,8936,CORTA LUZ 60% 5.80X2.60 CHESS PRATA,Fábrica,1,1,0,1,1,1,1,0,
1123,9699,"CORTA LUZ 2,60X1,80 LINHO KAKI",Fábrica,1,1,6,7,7,1,1,0,
1124,10003,DUPLEX BORD GUIPIR IMP BG/BCO 2.60X1.80 ,Fábrica,1,1,0,1,1,1,1,0,
1125,10004,DUPLEX BORD GUIPIR IMPERIAL BG/PER - 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1126,10006,DUPLEX BORD GUIPIR HOL BG/PER 2.60X2.60 ,Fábrica,1,1,0,1,1,1,1,0,
1127,10008,DUPLEX BORD GUIPIR IMPERIAL BCO/BCO -4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1128,10010,DUPLEX BORD GUIPIR IMPERIAL BG/PER -4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1129,10011,DUPLEX BORD GUIPIR IMPERIAL BCO/BCO -5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1130,10013,DUPLEX BORD GUIPIR IMPERIAL BG/PER - 5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1131,10022,UNICA LONDRES BRASAO MARROM -2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1132,10026,UNICA BLACK LINHO LISO AREIA 2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1133,10060,BLACK PVC PEROLA 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1134,10082,UNICA JACQ EST MENEGHEL BEGE 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1135,10088,UNICA JACQ INGLES BRASAO MARROM -2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1136,10089,UNICA JACQ INGLES BRASAO PEROLA -2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1137,10091,UNICA JACQ INGLES BRASAO VINHO -2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1138,10092,UNICA JACQ INGLES BRASAO BRANCO -4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1139,10112,DUPLEX VOIL GALHOS BRANCO 2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1140,10113,DUPLEX BORD GUIPIR HOLANDA BCO/BCO - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1141,10114,DUPLEX BORD GUIPIR HOLANDA BCO/BCO - 5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1142,10115,DUPLEX BORD GUIPIR HOLANDA BG/PER - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1143,10116,DUPLEX BORD GUIPIR HOLANDA BG/PER - 5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1144,10118,DUPLEX BORD LIVORNO FENDI 2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1145,10120,UNICA JACQ BRASAO PEROLA - 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1146,10122,UNICA JACQ B VERONA CINZA 2.60X2.60 ,Fábrica,1,1,0,1,1,1,1,0,
1147,10137,TEC. BORD GRIPIR HOLANDA BCO/BCO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1148,10138,TEC. BORD GRIPIR HOLANDA BG/PER - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1149,10139,TEC. JACQ INGLES BRASAO BRANCO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1150,10140,TEC. JACQ INGLES BRASAO MARROM - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1151,10141,TEC. JACQ INGLES BRASAO PEROLA - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1152,10142,TEC. JACQ INGLES BRASAO PRATA - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1153,10143,TEC. JACQ INGLES BRASAO VINHO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1154,10149,TEC. JACQ PALMAS PRATA - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1155,10150,TEC. JACQ BRASAO BRANCO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1156,10152,UNICA JACQ BRASAO BRANCO - 2.60x1.80,Fábrica,1,1,0,1,1,1,1,0,
1157,10153,UNICA JACQ BRASAO BRANCO - 5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1158,10157,UNICA JACQ BRASAO BRANCO - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1159,10167,UNICA JACQ PALMAS PRATA - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1160,10215,INF UNICA OXFORD URSINHO VERMELHO - 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1161,10233,TEC. JACQ DAMASK LIRIO MARROM - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1162,10234,TEC. JACQ DAMASK LIRIO PEROLA - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1163,10239,TEC. JACQ DAMASK LIRIO AREIA - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1164,10270,UNICA DECO AÇUCENA FLOR AMARELO - 2.80X1.80,Fábrica,1,1,0,1,1,1,1,0,
1165,10271,UNICA DECO AÇUCENA TULIPA MARROM - 2.80X1.80,Fábrica,1,1,0,1,1,1,1,0,
1166,10279,TEC. JACQ BRASAO BEGE - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1167,10280,TEC. JACQ BRASAO CINZA - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1168,10281,TEC. JACQ FOLHAGEM BRANCO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1169,10282,TEC. JACQ FOLHAGEM SALMÃO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1170,10285,UNICA JACQ BRASAO CINZA - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1171,10287,UNICA JACQ DAMASK LIRIO MARROM - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1172,10288,UNICA JACQ DAMASK LIRIO PEROLA - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1173,10289,UNICA JACQ FOLHAGEM BRANCO - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1174,10290,UNICA JACQ FOLHAGEM SALMAO - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1175,10354,DUPLEX BORD STEFANY BEGE - 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1176,10355,DUPLEX BORD STEFANY FENDI - 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1177,10356,DUPLEX BORD STEFANY BRANCO - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1178,10357,DUPLEX BORD STEFANY FENDI - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1179,10359,DUPLEX BORD STEFANY FENDI - 5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1180,10360,TEC. BORD STEFANY BRANCO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1181,10361,TEC. BORD STEFANY FENDI - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1182,10378,TEC. JACQUARD DALIA PRATA - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1183,10381,UNICA JACQ DALIA PRATA - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1184,10403,TEC. BORD GERBERA MARROM - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1185,10405,DUPLEX BORD GERBERA MARROM - 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1186,10407,DUPLEX BORD GERBERA MARROM - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1187,10411,COZINHA BJ TRANSF KITCHEN - 2.20X1.40,Fábrica,1,1,0,1,1,1,1,0,
1188,10440,TEC. JACQ INGLES BRASAO VERMELHO - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1189,10441,TEC. JACQ INGLES BRASAO GRAFITE - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1190,10446,UNICA JACQ INGLES BRASAO GRAFITE - 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1191,10448,UNICA JACQ LEEDS TABACO - 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1192,10451,UNICA JACQ LEEDS TABACO - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1193,10454,UNICA JACQ LEEDS BEGE - 5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1194,10463,TEC. BORD JULIA FENDI/BEGE - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1195,10469,DUPLEX BORD L JULIA FENDI/BEGE - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1196,10470,DUPLEX BORD L JULIA FENDI/BEGE - 5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1197,10475,DUPLEX BORD L GERBERA MARROM - 5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1198,10568,DUPLEX BORD L GERBERA MARROM - 4.00X1.80,Fábrica,1,1,0,1,1,1,1,0,
1199,10615,TEC BORD L BARRADO FLOR BEGE - 2.80 MT,Fábrica,1,1,0,1,1,1,1,0,
1200,10658,DUPLEX BORD L BARRADO FLOR BEGE - 4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1201,1068,DUPLEX VOIL SLIM PRATA 2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1202,1087,DUPLEX VOIL SLIM ROSA PINK -4.00X2.60,Fábrica,1,1,1,2,2,1,1,0,
1203,10907,"KIT COUSELO BASTAO CROMADO 28MM 3,00 (INTEIRO)",Fábrica,1,1,6,7,7,1,1,0,
1204,1103,DUPLEX VOIL SLIM PRETO  -5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1205,1187,DUPLEXVOILXADREZPRETO-2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1206,1201,DUPLEXVOILXADREZLILAS-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1207,1203,DUPLEXVOILXADREZPEROLA-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1208,1205,DUPLEXVOILXADREZPRETO-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1209,1206,DUPLEXVOILXADREZROSABB-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1210,1499,Cortina,Fábrica,1,1,0,1,1,1,1,0,
1211,1663,DUPLEXVOILESTFOLHASPRETO-2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1212,1664,DUPLEXVOILESTFOLHASVERMELHO-2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1213,1667,DUPLEXVOILESTFOLHASVERMELHO-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1214,1839,DUPLEXLINHOCIRCULARBICOLOR-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1215,2901,DUPLEXVOILSLIMCHA-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1216,3172,DUPLEXLINHOBORBOLETAAZUL-4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1217,3235,DUPLEXVOILSLIMVERDE21-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1218,3288,UNICAVIENALISOPRETO-4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1219,3439,DUPLEXVOILXADREZAZULTURQUESA-2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1220,4150,DUPLEX LINHO XD CORTEX BRANCO -2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1221,4152,DUPLEX LINHO XD CORTEX TAUPE -2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1222,4158,DUPLEXLINHOXDCORTEXBRANCO-4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1223,4159,DUPLEXLINHOXDCORTEXFUNGHI-4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1224,4160,DUPLEXLINHOXDCORTEXTAUPE-4.00X2.60,Fábrica,1,1,0,1,1,1,1,0,
1225,4234,PRATIKAVOILSLIMBELLALILAS-2.60X1.70,Fábrica,1,1,0,1,1,1,1,0,
1226,4413,UNICAVIENALISOLILAS-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1227,4419,UNICAOXFORDLISOAZULROYAL-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1228,4425,UNICAVIENALISOAZULROYAL-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1229,4466,UNICAMICROFIBRAAZULBB-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1230,4539,BLACKESPECIALROSABB-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
1231,4756,BLACKCHESSBRANCO-2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1232,4757,BLACKCHESSVINHO-2.60X1.80,Fábrica,1,1,0,1,1,1,1,0,
1233,4772,UNICA TAFETA SMASH VERDE -5.80X2.60,Fábrica,1,1,0,1,1,1,1,0,
1234,4813,COZINHA RENDA SARON GALINHA BRANCO -2.00X1.20,Fábrica,1,1,0,1,1,1,1,0,
1235,4819,COZINHA RENDA SARON VAQUINHA BRANCO -2.00X1.20,Fábrica,1,1,0,1,1,1,1,0,
1236,4850,UNICAOXFORDLISOTIFFANY-2.60X2.60,Fábrica,1,1,0,1,1,1,1,0,
