sku_internal_id,erp_code,product_name,store,is_factory_or_cd,disponivel,fisico,vitrine,min_stock,alvo_p150,sugestao_unidades,ruptura_pct,unidades_perdidas_estimadas,prioridade,acao_sugerida,data_file
3023,12086,"DUPLEX 5,80X2,60 LINHO BRUXELAS MARROM",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3023.js
3023,12086,"DUPLEX 5,80X2,60 LINHO BRUXELAS MARROM",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3023.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3024.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3024.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",Guaranis,false,1,2,1,,3,2,0,0,EQUILIBRADO,Repor +2 u (vs. alvo P150),sku_3024.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3024.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3024.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3024.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",Eldorado 2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3024.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3024.js
3024,12087,"DUPLEX 4,00X2,60 LINHO MALTA MARROM",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3024.js
3025,12088,"DUPLEX 5,80X2,60 LINHO MALTA MARROM",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3025.js
3025,12088,"DUPLEX 5,80X2,60 LINHO MALTA MARROM",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3025.js
3025,12088,"DUPLEX 5,80X2,60 LINHO MALTA MARROM",Betim,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3025.js
3025,12088,"DUPLEX 5,80X2,60 LINHO MALTA MARROM",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3025.js
3025,12088,"DUPLEX 5,80X2,60 LINHO MALTA MARROM",Guaranis,false,1,2,1,,3,2,0,0,EQUILIBRADO,Repor +2 u (vs. alvo P150),sku_3025.js
3025,12088,"DUPLEX 5,80X2,60 LINHO MALTA MARROM",Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3025.js
3025,12088,"DUPLEX 5,80X2,60 LINHO MALTA MARROM",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3025.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",Babita,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",Betim,false,0,0,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",G2,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",Eldorado 2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",Guaranis,false,0,0,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3026,12089,"DUPLEX 4,00X2,60 TELA TRELICA FENDI",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3026.js
3027,12091,"CORTA LUZ 2,60X1,80 EST LOSANGO",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3027.js
3027,12091,"CORTA LUZ 2,60X1,80 EST LOSANGO",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3027.js
3027,12091,"CORTA LUZ 2,60X1,80 EST LOSANGO",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3027.js
3027,12091,"CORTA LUZ 2,60X1,80 EST LOSANGO",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3027.js
3027,12091,"CORTA LUZ 2,60X1,80 EST LOSANGO",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3027.js
3028,12092,"CORTA LUZ 4,00X2,60 EST LOSANGO",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3028.js
3028,12092,"CORTA LUZ 4,00X2,60 EST LOSANGO",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3028.js
3028,12092,"CORTA LUZ 4,00X2,60 EST LOSANGO",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3028.js
3028,12092,"CORTA LUZ 4,00X2,60 EST LOSANGO",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3028.js
3028,12092,"CORTA LUZ 4,00X2,60 EST LOSANGO",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3028.js
3028,12092,"CORTA LUZ 4,00X2,60 EST LOSANGO",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3028.js
3028,12092,"CORTA LUZ 4,00X2,60 EST LOSANGO",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3028.js
3029,12095,"BLACK PVC 2,60X1,70 EST, FLORAL PRATA",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3029.js
3029,12095,"BLACK PVC 2,60X1,70 EST, FLORAL PRATA",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3029.js
3030,12096,"BLACK PVC 2,60X1,70 EST, FLORES BEGE",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3030.js
3030,12096,"BLACK PVC 2,60X1,70 EST, FLORES BEGE",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3030.js
3030,12096,"BLACK PVC 2,60X1,70 EST, FLORES BEGE",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3030.js
3030,12096,"BLACK PVC 2,60X1,70 EST, FLORES BEGE",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3030.js
3030,12096,"BLACK PVC 2,60X1,70 EST, FLORES BEGE",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3030.js
3030,12096,"BLACK PVC 2,60X1,70 EST, FLORES BEGE",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3030.js
3030,12096,"BLACK PVC 2,60X1,70 EST, FLORES BEGE",Fábrica,true,12,12,0,,3,-9,0,0,EXCESSO,"Excedente -9 u — transferir, ajustar pedido ou campanha",sku_3030.js
3031,12098,"MANTA P/ SOFA 1,40X1,90 JAC, BEGE",Guaranis,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3031.js
3031,12098,"MANTA P/ SOFA 1,40X1,90 JAC, BEGE",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3031.js
3031,12098,"MANTA P/ SOFA 1,40X1,90 JAC, BEGE",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3031.js
3031,12098,"MANTA P/ SOFA 1,40X1,90 JAC, BEGE",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3031.js
3031,12098,"MANTA P/ SOFA 1,40X1,90 JAC, BEGE",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3031.js
3032,12099,"MANTA P/ SOFA 1,40X1,90 JAC, CINZA",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3032.js
3032,12099,"MANTA P/ SOFA 1,40X1,90 JAC, CINZA",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3032.js
3032,12099,"MANTA P/ SOFA 1,40X1,90 JAC, CINZA",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3032.js
3032,12099,"MANTA P/ SOFA 1,40X1,90 JAC, CINZA",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3032.js
3032,12099,"MANTA P/ SOFA 1,40X1,90 JAC, CINZA",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3032.js
3032,12099,"MANTA P/ SOFA 1,40X1,90 JAC, CINZA",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3032.js
3033,12100,"MANTA P/ SOFA 1,40X1,90 JAC, MARROM",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3033.js
3033,12100,"MANTA P/ SOFA 1,40X1,90 JAC, MARROM",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3033.js
3033,12100,"MANTA P/ SOFA 1,40X1,90 JAC, MARROM",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3033.js
3033,12100,"MANTA P/ SOFA 1,40X1,90 JAC, MARROM",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3033.js
3033,12100,"MANTA P/ SOFA 1,40X1,90 JAC, MARROM",Venda Nova,false,0,0,1,,3,3,1.9231,2.5208,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3033.js
3033,12100,"MANTA P/ SOFA 1,40X1,90 JAC, MARROM",Betim,false,0,0,1,,3,3,1.9231,3.7811,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3033.js
3033,12100,"MANTA P/ SOFA 1,40X1,90 JAC, MARROM",Eldorado 2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3033.js
3033,12100,"MANTA P/ SOFA 1,40X1,90 JAC, MARROM",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3033.js
3034,12101,"MANTA P/ SOFA 1,40X1,55 JAC, BEGE",G2,false,0,1,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3034.js
3034,12101,"MANTA P/ SOFA 1,40X1,55 JAC, BEGE",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3034.js
3034,12101,"MANTA P/ SOFA 1,40X1,55 JAC, BEGE",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3034.js
3034,12101,"MANTA P/ SOFA 1,40X1,55 JAC, BEGE",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3034.js
3034,12101,"MANTA P/ SOFA 1,40X1,55 JAC, BEGE",Venda Nova,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3034.js
3034,12101,"MANTA P/ SOFA 1,40X1,55 JAC, BEGE",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3034.js
3034,12101,"MANTA P/ SOFA 1,40X1,55 JAC, BEGE",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3034.js
3035,12102,"MANTA P/ SOFA 1,40X1,55 JAC, CINZA",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3035.js
3035,12102,"MANTA P/ SOFA 1,40X1,55 JAC, CINZA",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3035.js
3035,12102,"MANTA P/ SOFA 1,40X1,55 JAC, CINZA",Venda Nova,false,0,1,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3035.js
3035,12102,"MANTA P/ SOFA 1,40X1,55 JAC, CINZA",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3035.js
3035,12102,"MANTA P/ SOFA 1,40X1,55 JAC, CINZA",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3035.js
3036,12103,"MANTA P/ SOFA 1,40X1,55 JAC, MARROM",Guaranis,false,1,2,1,,3,2,0,0,EQUILIBRADO,Repor +2 u (vs. alvo P150),sku_3036.js
3036,12103,"MANTA P/ SOFA 1,40X1,55 JAC, MARROM",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3036.js
3036,12103,"MANTA P/ SOFA 1,40X1,55 JAC, MARROM",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3036.js
3036,12103,"MANTA P/ SOFA 1,40X1,55 JAC, MARROM",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3036.js
3036,12103,"MANTA P/ SOFA 1,40X1,55 JAC, MARROM",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3036.js
3036,12103,"MANTA P/ SOFA 1,40X1,55 JAC, MARROM",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3036.js
3036,12103,"MANTA P/ SOFA 1,40X1,55 JAC, MARROM",Tupis,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3036.js
3036,12103,"MANTA P/ SOFA 1,40X1,55 JAC, MARROM",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3036.js
3037,12105,TEC CORTA LUZ SANJAN EST. ROSE,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3037.js
3038,12106,TEC CORTA LUZ SANJAN EST. TABACO,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3038.js
3039,12104,"DUPLEX 4,00X2,60 VOIL PAMPLONA PEROLA",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3039.js
3039,12104,"DUPLEX 4,00X2,60 VOIL PAMPLONA PEROLA",G2,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3039.js
3039,12104,"DUPLEX 4,00X2,60 VOIL PAMPLONA PEROLA",Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_3039.js
