sku_internal_id,erp_code,product_name,store,is_factory_or_cd,disponivel,fisico,vitrine,min_stock,alvo_p150,sugestao_unidades,ruptura_pct,unidades_perdidas_estimadas,prioridade,acao_sugerida,data_file
721,8937,COZINHA 2.20X1.20 RENDA CL VAQUINHA BCO,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_721.js
722,8938,COZINHARENDALEPCECILIABRANCO-2.40X1.30,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_722.js
723,8939,COZINHA RENDA LEP MARI BRANCO - 2.40X1.30,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_723.js
724,8940,CORTINA COZ OXFORD GALINHA BRANCO 2.60X1.30,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_724.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,Tupis,false,0,0,1,,3,3,2.4359,3.3109,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_725.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,Babita,false,0,0,1,,3,3,2.4359,2.3123,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_725.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,Betim,false,0,0,1,,3,3,2.6923,5.4898,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_725.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,Guaranis,false,0,0,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_725.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,Barreiro,false,0,0,1,,3,3,6.1538,20.0211,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_725.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,Venda Nova,false,0,0,1,,3,3,3.2051,6.0471,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_725.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,G2,false,1,2,1,,3,2,0,0,EQUILIBRADO,Repor +2 u (vs. alvo P150),sku_725.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,Eldorado 2,false,0,0,1,,3,3,3.2051,6.1103,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_725.js
725,8941,CORTINA COZ OXFORD XICARAS ROSA 2.60X1.30,Fábrica,true,0,0,0,,3,3,3.7179,13.6386,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_725.js
726,8942,INF UNICA LEP AVENGERS - 3.00X1.80,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_726.js
727,8943,INF UNICA 3.00X1.80 LEP BARBIE RM,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_727.js
728,8944,INF UNICA 3.00X1.80 LEP FROZEN,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_728.js
729,8945,INF UNICA LEP LADYBUG - 3.00X1.80,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_729.js
730,8946,INF UNICA 3.00X1.80 LEP LIGA DA JUSTIÇA,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_730.js
731,8947,INF UNICA 3.00X1.80 LEP PATRULHA CANINA,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_731.js
732,8948,INF UNICA LEP SPIDER MAN - 3.00X1.80,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_732.js
733,8949,"INF UNICA 2,60X1,80 OXFORD CARROS",Venda Nova,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_733.js
733,8949,"INF UNICA 2,60X1,80 OXFORD CARROS",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_733.js
733,8949,"INF UNICA 2,60X1,80 OXFORD CARROS",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_733.js
734,8950,"INF UNICA 2,60X1,80 OXFORD LADYBUG",G2,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_734.js
734,8950,"INF UNICA 2,60X1,80 OXFORD LADYBUG",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_734.js
734,8950,"INF UNICA 2,60X1,80 OXFORD LADYBUG",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_734.js
734,8950,"INF UNICA 2,60X1,80 OXFORD LADYBUG",Guaranis,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_734.js
734,8950,"INF UNICA 2,60X1,80 OXFORD LADYBUG",Venda Nova,false,0,0,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_734.js
734,8950,"INF UNICA 2,60X1,80 OXFORD LADYBUG",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_734.js
735,8978,UNICA JACQ GERANIO CRU - 2.60X1.80,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_735.js
736,8979,"UNICA JACQ GERANIO CRU - 4,00X2,60",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_736.js
737,8981,CORTA LUZ 60% 5.80X2.60 CHESS PALHA,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_737.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,Guaranis,false,0,0,1,,3,3,1.9231,2.344,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,Tupis,false,0,0,1,,3,3,4.1026,8.1565,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,Barreiro,false,0,0,1,,3,3,3.2051,8.8787,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,Babita,false,0,1,1,,3,3,4.2308,3.9957,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,G2,false,0,0,1,,3,3,1.9231,1.5208,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,Betim,false,0,0,1,,3,3,1.9231,2.6592,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,Venda Nova,false,0,0,1,,3,3,3.8462,5.1885,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,Eldorado 2,false,0,0,1,,3,3,1.9231,2.9589,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
738,8982,CORTINA LINHO PARATI CRU 4.00X2.60,Fábrica,true,0,0,0,,3,3,4.359,11.4794,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_738.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",G2,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",Babita,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",Eldorado 2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",Tupis,false,0,0,1,,3,3,1.9231,2.5208,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",Barreiro,false,0,0,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
739,8984,"DUPLEX 4,00X2,60 LINHO RUSTICO PRATA",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_739.js
740,9070,PRATIKA VOIL SLIM SARON PEROLA - 4.00X2.60,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_740.js
741,9131,TEC JACQ EST. DOURADO 2.80 MT,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_741.js
742,9266,"PRATIKA 3,60X2,50 VOIL LISO BELLA TAUPE",Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_742.js
742,9266,"PRATIKA 3,60X2,50 VOIL LISO BELLA TAUPE",Barreiro,false,0,1,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_742.js
742,9266,"PRATIKA 3,60X2,50 VOIL LISO BELLA TAUPE",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_742.js
742,9266,"PRATIKA 3,60X2,50 VOIL LISO BELLA TAUPE",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_742.js
742,9266,"PRATIKA 3,60X2,50 VOIL LISO BELLA TAUPE",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_742.js
742,9266,"PRATIKA 3,60X2,50 VOIL LISO BELLA TAUPE",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_742.js
742,9266,"PRATIKA 3,60X2,50 VOIL LISO BELLA TAUPE",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_742.js
743,9280,UNICADECOA�UCENAMARROM-4.20X2.60,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_743.js
744,9281,UNICADECOA�UCENAVERMELHO-4.20X2.60,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_744.js
745,9286,CORTINA VOIL LISO BELLA TAUPE C/ BLACKOUT PVC 2.60X1.70,Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_745.js
745,9286,CORTINA VOIL LISO BELLA TAUPE C/ BLACKOUT PVC 2.60X1.70,Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_745.js
745,9286,CORTINA VOIL LISO BELLA TAUPE C/ BLACKOUT PVC 2.60X1.70,Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_745.js
745,9286,CORTINA VOIL LISO BELLA TAUPE C/ BLACKOUT PVC 2.60X1.70,Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_745.js
745,9286,CORTINA VOIL LISO BELLA TAUPE C/ BLACKOUT PVC 2.60X1.70,Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_745.js
745,9286,CORTINA VOIL LISO BELLA TAUPE C/ BLACKOUT PVC 2.60X1.70,Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_745.js
745,9286,CORTINA VOIL LISO BELLA TAUPE C/ BLACKOUT PVC 2.60X1.70,G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_745.js
745,9286,CORTINA VOIL LISO BELLA TAUPE C/ BLACKOUT PVC 2.60X1.70,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_745.js
746,9290,PRATIKA 2.60X1.70 VOIL LISO BELLA HORTELA,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_746.js
747,9307,BLACKOUT 100% 4.00X2.60 ALEMAO PRETO,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_747.js
748,9329,PRATIKA VOIL SLIM BELLA AREIA/CINZA - 2.60X1.70,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_748.js
749,9346,UNICA JACQ B SHINE FLOR CAT PRAT 580X270,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_749.js
750,9348,COZINHA RENDA CL TEMPEROS BRANCO - 2.20X1.50,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_750.js
751,9349,"COZINHARENDACLBULEAZULBRANCO-2,20X1,50",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_751.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,Guaranis,false,1,2,1,,3,2,7.8205,14.8394,EQUILIBRADO,Repor +2 u (vs. alvo P150),sku_752.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,Barreiro,false,3,4,1,,3,0,10,31.9682,EQUILIBRADO,Manter — alinhado ao alvo,sku_752.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,Babita,false,2,3,1,,3,1,3.9744,4.6398,EQUILIBRADO,Repor +1 u (vs. alvo P150),sku_752.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,Betim,false,0,1,1,,3,3,3.3333,10.4397,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_752.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,Tupis,false,2,3,1,,3,1,2.5641,8.0202,EQUILIBRADO,Repor +1 u (vs. alvo P150),sku_752.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,G2,false,3,4,1,,3,0,1.9231,1.5208,EQUILIBRADO,Manter — alinhado ao alvo,sku_752.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,Venda Nova,false,1,2,1,,3,2,3.7179,5.7994,EQUILIBRADO,Repor +2 u (vs. alvo P150),sku_752.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,Eldorado 2,false,1,2,1,,3,2,5.5128,6.758,EQUILIBRADO,Repor +2 u (vs. alvo P150),sku_752.js
752,9350,CORTINA COZ RENDA MAÇA PEROLA 2.00X1.20,Fábrica,true,0,0,0,,3,3,16.4103,48.14,CRÍTICO,Repor +3 u (vs. alvo P150),sku_752.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,Tupis,false,0,1,1,,3,3,3.8462,4.3019,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_753.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,Venda Nova,false,1,2,1,,3,2,2.8205,6.6656,EQUILIBRADO,Repor +2 u (vs. alvo P150),sku_753.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,Guaranis,false,0,0,1,,3,3,2.3077,5.8484,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_753.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,Betim,false,0,0,1,,3,3,3.8462,4.3019,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_753.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,Barreiro,false,0,1,1,,3,3,6.6667,14.2068,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_753.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,G2,false,2,3,1,,3,1,4.2308,64.6173,CRÍTICO,Repor +1 u (vs. alvo P150),sku_753.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,Babita,false,0,1,1,,3,3,1.9231,2.5208,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_753.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,Eldorado 2,false,0,0,1,,3,3,8.2051,16.3193,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_753.js
753,9351,CORTINA COZ RENDA TULIPA PEROLA 2.00X1.20,Fábrica,true,0,0,0,,3,3,11.5385,49.1343,CRÍTICO,Repor +3 u (vs. alvo P150),sku_753.js
754,9366,"COZINHARENDACLTEMPEROSBRANCO-2,20X1,20",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_754.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",Guaranis,false,0,1,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",Venda Nova,false,0,0,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",Eldorado 2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",Barreiro,false,0,0,1,,3,3,1.9231,1.2604,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",G2,false,0,0,1,,3,3,1.9231,3.6398,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",Betim,false,0,0,1,,3,3,1.9231,2.4001,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
755,9408,"DUPLEX 5,80X2,60 LINHO RUSTICO PRATA",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_755.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,Barreiro,false,0,0,1,,3,3,1.9231,4.5,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,Eldorado 2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
756,9415,CORTINA MICROFIBRA LILAS 2.60X1.70,Fábrica,true,0,0,0,,3,3,1.9231,21.5,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_756.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,Venda Nova,false,0,0,1,,3,3,1.9231,2.0415,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,G2,false,0,0,1,,3,3,1.9231,2.7811,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,Barreiro,false,0,0,1,,3,3,2.5641,5.5472,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,Guaranis,false,0,1,1,,3,3,1.9231,1.5208,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,Tupis,false,0,0,1,,3,3,3.8462,4.9281,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,Eldorado 2,false,0,0,1,,3,3,2.4359,1.6814,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
757,9416,CORTINA MICROFIBRA AZUL HORTENCIA 2.60X1.70,Fábrica,true,0,0,0,,3,3,1.9231,22.5,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_757.js
758,9453,BLACKOUT 100% 2.60X1.80 ALEMAO MARROM,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_758.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,Barreiro,false,0,0,1,,3,3,11.0256,37.0694,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_759.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,Venda Nova,false,0,0,1,,3,3,5.5128,11.4414,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_759.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,Guaranis,false,2,3,1,,3,1,2.6923,9.1339,EQUILIBRADO,Repor +1 u (vs. alvo P150),sku_759.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,Betim,false,0,0,1,,3,3,8.2051,31.1707,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_759.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,Tupis,false,2,3,1,,3,1,0,0,EQUILIBRADO,Repor +1 u (vs. alvo P150),sku_759.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,Babita,false,4,5,1,,3,-1,1.9231,6.461,EQUILIBRADO,"Excedente -1 u — transferir, ajustar pedido ou campanha",sku_759.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,G2,false,0,1,1,,3,3,1.9231,2.7811,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_759.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,Eldorado 2,false,0,1,1,,3,3,5.3846,11.6285,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_759.js
759,9505,CORTINA LUX PRATIKA BLACK PVC VOIL SLIN PRATA 2.60X1.70,Fábrica,true,0,0,0,,3,3,15.5128,164.4438,CRÍTICO,Repor +3 u (vs. alvo P150),sku_759.js
760,9506,"PRATIKA 3,60X2,50 VOIL LISO BELLA TITANIO",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_760.js
760,9506,"PRATIKA 3,60X2,50 VOIL LISO BELLA TITANIO",G2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_760.js
760,9506,"PRATIKA 3,60X2,50 VOIL LISO BELLA TITANIO",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_760.js
760,9506,"PRATIKA 3,60X2,50 VOIL LISO BELLA TITANIO",Barreiro,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_760.js
760,9506,"PRATIKA 3,60X2,50 VOIL LISO BELLA TITANIO",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_760.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",Babita,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",Guaranis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",Tupis,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",Venda Nova,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",G2,false,0,0,1,,3,3,1.9231,1.5208,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",Eldorado 2,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",Betim,false,0,0,1,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",Barreiro,false,0,0,1,,3,3,2.1795,6.8645,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
761,9558,"DUPLEX 2,60X1,80 LINHO RUSTICO PRATA",Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_761.js
762,9560,DUPLEX 2.60X1.80 VOIL LISO TERRA,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_762.js
763,9561,DUPLEX 4.00X2.60 VOIL LISO TERRA,Fábrica,true,0,0,0,,3,3,0,0,ATENÇÃO,Repor +3 u (vs. alvo P150),sku_763.js
