sku_internal_id,erp_code,product_name,store,demand,baseRep,minFinal,p150Today,dispToday,curveClass,ltDaysOperational,error
7,10023,"BLACKOUT 2,60X1,80 RUSTICO BRANYL",Betim,1,1,1,1,0,C,16,
7,10023,"BLACKOUT 2,60X1,80 RUSTICO BRANYL",Barreiro,1,0,1,1,1,C,5,
7,10023,"BLACKOUT 2,60X1,80 RUSTICO BRANYL",Venda Nova,1,1,1,1,0,C,16,
7,10023,"BLACKOUT 2,60X1,80 RUSTICO BRANYL",Eldorado 2,1,1,1,1,0,C,5,
7,10023,"BLACKOUT 2,60X1,80 RUSTICO BRANYL",G2,1,1,1,1,0,C,16,
25,10076,CORTINA LINHO PARATI CRU 5.80X2.60,Barreiro,1,1,1,1,0,C,5,
25,10076,CORTINA LINHO PARATI CRU 5.80X2.60,Guaranis,1,1,1,1,0,C,16,
25,10076,CORTINA LINHO PARATI CRU 5.80X2.60,Betim,1,1,1,1,0,C,5,
25,10076,CORTINA LINHO PARATI CRU 5.80X2.60,Eldorado 2,1,1,1,1,0,C,8,
25,10076,CORTINA LINHO PARATI CRU 5.80X2.60,Tupis,1,1,1,1,0,C,5,
25,10076,CORTINA LINHO PARATI CRU 5.80X2.60,Venda Nova,1,1,1,1,0,C,9,
25,10076,CORTINA LINHO PARATI CRU 5.80X2.60,Babita,1,1,1,1,0,C,5,
25,10076,CORTINA LINHO PARATI CRU 5.80X2.60,G2,1,1,1,1,0,C,7,
36,10105,CORTINA BLACKOUT PVC AZUL HORTENCIA 2.60X1.70,Babita,1,1,1,1,0,C,16,
36,10105,CORTINA BLACKOUT PVC AZUL HORTENCIA 2.60X1.70,Guaranis,1,1,1,1,0,C,16,
36,10105,CORTINA BLACKOUT PVC AZUL HORTENCIA 2.60X1.70,Betim,1,1,1,1,0,C,25,
36,10105,CORTINA BLACKOUT PVC AZUL HORTENCIA 2.60X1.70,G2,1,1,1,1,0,C,16,
36,10105,CORTINA BLACKOUT PVC AZUL HORTENCIA 2.60X1.70,Barreiro,1,1,1,1,0,C,21,
36,10105,CORTINA BLACKOUT PVC AZUL HORTENCIA 2.60X1.70,Tupis,1,0,1,1,1,C,16,
36,10105,CORTINA BLACKOUT PVC AZUL HORTENCIA 2.60X1.70,Venda Nova,1,0,1,1,1,C,4,
36,10105,CORTINA BLACKOUT PVC AZUL HORTENCIA 2.60X1.70,Eldorado 2,1,1,1,1,0,C,14,
39,10121,"UNICA 2,60X1,80 JACQ EST, DOURADO",G2,1,1,1,1,0,C,16,
39,10121,"UNICA 2,60X1,80 JACQ EST, DOURADO",Babita,1,1,1,1,0,C,16,
39,10121,"UNICA 2,60X1,80 JACQ EST, DOURADO",Venda Nova,1,1,1,1,0,C,16,
49,10163,CORTINA LUX UNICA CTL LISO PRATA 5.80X2.60,Tupis,1,0,1,1,2,C,11,
49,10163,CORTINA LUX UNICA CTL LISO PRATA 5.80X2.60,Betim,1,0,1,1,2,C,6,
49,10163,CORTINA LUX UNICA CTL LISO PRATA 5.80X2.60,Guaranis,1,0,1,1,1,C,11,
49,10163,CORTINA LUX UNICA CTL LISO PRATA 5.80X2.60,G2,1,0,1,1,2,C,4,
49,10163,CORTINA LUX UNICA CTL LISO PRATA 5.80X2.60,Barreiro,1,0,1,1,2,C,3,
49,10163,CORTINA LUX UNICA CTL LISO PRATA 5.80X2.60,Venda Nova,1,0,1,1.0621500024305712,2,C,8,
49,10163,CORTINA LUX UNICA CTL LISO PRATA 5.80X2.60,Eldorado 2,1,0,1,1.724792052423203,2,C,9,
49,10163,CORTINA LUX UNICA CTL LISO PRATA 5.80X2.60,Babita,1,0,1,1,2,C,20,
71,12217,CORTINA FLAME KAKI 2.60X1.70,Tupis,1,1,1,1,0,C,5,
71,12217,CORTINA FLAME KAKI 2.60X1.70,Barreiro,1,1,1,1,0,C,4,
71,12217,CORTINA FLAME KAKI 2.60X1.70,G2,1,1,1,1,0,C,5,
71,12217,CORTINA FLAME KAKI 2.60X1.70,Babita,1,1,1,1,0,C,7,
71,12217,CORTINA FLAME KAKI 2.60X1.70,Guaranis,1,1,1,1,0,C,16,
71,12217,CORTINA FLAME KAKI 2.60X1.70,Betim,1,1,1,1,0,C,4,
71,12217,CORTINA FLAME KAKI 2.60X1.70,Eldorado 2,1,1,1,1,0,C,6,
71,12217,CORTINA FLAME KAKI 2.60X1.70,Venda Nova,1,1,1,1,0,C,16,
73,10200,CORTINA BRIZA COZ. RENDA MAÇA PEROLA 2.00X1.50,Tupis,1,1,1,1,0,C,8,
73,10200,CORTINA BRIZA COZ. RENDA MAÇA PEROLA 2.00X1.50,Barreiro,1,1,1,1,0,C,11,
73,10200,CORTINA BRIZA COZ. RENDA MAÇA PEROLA 2.00X1.50,Guaranis,1,1,1,1,0,C,11,
73,10200,CORTINA BRIZA COZ. RENDA MAÇA PEROLA 2.00X1.50,G2,1,1,1,1,0,C,22,
73,10200,CORTINA BRIZA COZ. RENDA MAÇA PEROLA 2.00X1.50,Babita,1,0,1,1,3,C,20,
73,10200,CORTINA BRIZA COZ. RENDA MAÇA PEROLA 2.00X1.50,Betim,1,1,1,1,0,C,10,
73,10200,CORTINA BRIZA COZ. RENDA MAÇA PEROLA 2.00X1.50,Venda Nova,1,1,1,1.1304186455304475,0,C,28,
73,10200,CORTINA BRIZA COZ. RENDA MAÇA PEROLA 2.00X1.50,Eldorado 2,1,0,1,1.0991120262274918,1,C,19,
74,10201,CORTINA BRIZA COZ. RENDA TULIPA PEROLA 2.00X1.50,Venda Nova,1,1,1,1,0,C,6,
