sku_internal_id,erp_code,product_name,store,demand,baseRep,minFinal,p150Today,dispToday,curveClass,ltDaysOperational,error
1755,11183,JOGO CAPA P/ SOFA CLASSIC MALHA BROWNIE,Babita,1,1,1,1,0,C,16,
1759,11187,JOGO CAPA P/ SOFA CLASSIC MALHA VINHO,Babita,1,1,1,1,0,C,16,
1759,11187,JOGO CAPA P/ SOFA CLASSIC MALHA VINHO,Venda Nova,1,1,1,1,0,C,16,
1764,11188,KIT COLCHA KING ULTRA LISSE EST,Tupis,1,0,1,1,3,C,16,
1764,11188,KIT COLCHA KING ULTRA LISSE EST,Eldorado 2,1,1,1,1,0,C,16,
1764,11188,KIT COLCHA KING ULTRA LISSE EST,Guaranis,1,1,1,1,0,C,16,
1764,11188,KIT COLCHA KING ULTRA LISSE EST,Barreiro,1,1,1,1,0,C,16,
1764,11188,KIT COLCHA KING ULTRA LISSE EST,Babita,1,1,1,1,0,C,16,
1764,11188,KIT COLCHA KING ULTRA LISSE EST,Venda Nova,1,0,1,1,1,C,16,
1764,11188,KIT COLCHA KING ULTRA LISSE EST,Betim,1,1,1,1,0,C,16,
1764,11188,KIT COLCHA KING ULTRA LISSE EST,G2,1,0,1,1,2,C,16,
1765,11189,KIT COLCHA CASAL ULTRA LISSE LISO,Barreiro,1,1,1,1,0,C,16,
1765,11189,KIT COLCHA CASAL ULTRA LISSE LISO,Tupis,1,1,1,1,0,C,16,
1765,11189,KIT COLCHA CASAL ULTRA LISSE LISO,Guaranis,1,1,1,1,0,C,16,
1765,11189,KIT COLCHA CASAL ULTRA LISSE LISO,Betim,1,1,1,1,0,C,16,
1765,11189,KIT COLCHA CASAL ULTRA LISSE LISO,Venda Nova,1,1,1,1,0,C,12,
1765,11189,KIT COLCHA CASAL ULTRA LISSE LISO,Eldorado 2,1,1,1,1,0,C,16,
1765,11189,KIT COLCHA CASAL ULTRA LISSE LISO,Babita,1,1,1,1,0,C,16,
1765,11189,KIT COLCHA CASAL ULTRA LISSE LISO,G2,1,1,1,1,0,C,16,
1766,11190,KIT COLCHA QUEEN ULTRA LISSE LISO,Betim,1,1,1,1,0,C,16,
1766,11190,KIT COLCHA QUEEN ULTRA LISSE LISO,Barreiro,1,1,1,1,0,C,16,
1766,11190,KIT COLCHA QUEEN ULTRA LISSE LISO,G2,1,1,1,1,0,C,16,
1766,11190,KIT COLCHA QUEEN ULTRA LISSE LISO,Eldorado 2,1,1,1,1,0,C,16,
1766,11190,KIT COLCHA QUEEN ULTRA LISSE LISO,Venda Nova,1,1,1,1,0,C,16,
1766,11190,KIT COLCHA QUEEN ULTRA LISSE LISO,Tupis,1,1,1,1,0,C,16,
1766,11190,KIT COLCHA QUEEN ULTRA LISSE LISO,Babita,1,1,1,1,0,C,16,
1766,11190,KIT COLCHA QUEEN ULTRA LISSE LISO,Guaranis,1,1,1,1,0,C,16,
1767,11191,KIT COLCHA SOLT ULTRA LISSE LISO,Babita,1,1,1,1,0,C,16,
1767,11191,KIT COLCHA SOLT ULTRA LISSE LISO,Barreiro,1,1,1,1,0,C,16,
1767,11191,KIT COLCHA SOLT ULTRA LISSE LISO,Venda Nova,1,1,1,1,0,C,16,
1767,11191,KIT COLCHA SOLT ULTRA LISSE LISO,G2,1,0,1,1,1,C,16,
1767,11191,KIT COLCHA SOLT ULTRA LISSE LISO,Eldorado 2,1,1,1,1,0,C,16,
1767,11191,KIT COLCHA SOLT ULTRA LISSE LISO,Betim,1,1,1,1,0,C,16,
1767,11191,KIT COLCHA SOLT ULTRA LISSE LISO,Guaranis,1,1,1,1,0,C,16,
1767,11191,KIT COLCHA SOLT ULTRA LISSE LISO,Tupis,1,1,1,1,0,C,16,
1768,11192,KIT COLCHA KING ULTRA LISSE LISO,Guaranis,1,1,1,1,0,C,16,
1768,11192,KIT COLCHA KING ULTRA LISSE LISO,Betim,1,1,1,1,0,C,16,
1768,11192,KIT COLCHA KING ULTRA LISSE LISO,Venda Nova,1,1,1,1,0,C,16,
1768,11192,KIT COLCHA KING ULTRA LISSE LISO,Eldorado 2,1,1,1,1,0,C,16,
1768,11192,KIT COLCHA KING ULTRA LISSE LISO,Tupis,1,1,1,1,0,C,16,
1768,11192,KIT COLCHA KING ULTRA LISSE LISO,Babita,1,1,1,1,0,C,16,
1768,11192,KIT COLCHA KING ULTRA LISSE LISO,Barreiro,1,1,1,1,0,C,16,
1768,11192,KIT COLCHA KING ULTRA LISSE LISO,G2,1,1,1,1,0,C,16,
1787,K172,PERSIANA 1.50x1.70 TEC BLACK-OUT 172,G2,1,1,1,1,0,C,16,
1788,K195,PERSIANA 1.50x1.70 TEC BLACK-OUT 195,Betim,1,1,1,1,0,C,16,
1788,K195,PERSIANA 1.50x1.70 TEC BLACK-OUT 195,Guaranis,1,1,1,1,0,C,16,
1788,K195,PERSIANA 1.50x1.70 TEC BLACK-OUT 195,G2,1,1,1,1,0,C,16,
1789,K554,PERSIANA 1.50x1.70 TEC BLACK-OUT 554,Barreiro,1,1,1,1,0,C,16,
1789,K554,PERSIANA 1.50x1.70 TEC BLACK-OUT 554,Babita,1,1,1,1,0,C,16,
1791,K804,PERSIANA 1.50x1.70 TEC BLACK-OUT 804,Barreiro,1,1,1,1,0,C,16,
1791,K804,PERSIANA 1.50x1.70 TEC BLACK-OUT 804,Betim,1,0,1,1,2,C,16,
1792,K807,PERSIANA 1.50x1.70 TEC BLACK-OUT 807,Betim,1,1,1,1,0,C,16,
1793,K307,PERSIANA 1.50x1.70 TEC LIGHT 307,Guaranis,1,1,1,1,0,C,16,
1793,K307,PERSIANA 1.50x1.70 TEC LIGHT 307,G2,1,1,1,1,0,C,16,
1793,K307,PERSIANA 1.50x1.70 TEC LIGHT 307,Venda Nova,1,1,1,1,0,C,16,
1793,K307,PERSIANA 1.50x1.70 TEC LIGHT 307,Barreiro,1,1,1,1,0,C,16,
1793,K307,PERSIANA 1.50x1.70 TEC LIGHT 307,Betim,1,1,1,1,0,C,16,
1793,K307,PERSIANA 1.50x1.70 TEC LIGHT 307,Tupis,1,1,1,1,0,C,16,
1794,K308,PERSIANA 1.50x1.70 TEC LIGHT 308,Guaranis,1,0,1,1,3,C,16,
1794,K308,PERSIANA 1.50x1.70 TEC LIGHT 308,G2,1,0,1,1,8,C,16,
1794,K308,PERSIANA 1.50x1.70 TEC LIGHT 308,Tupis,1,0,1,1,5,C,16,
1794,K308,PERSIANA 1.50x1.70 TEC LIGHT 308,Barreiro,1,0,1,1,3,C,16,
1794,K308,PERSIANA 1.50x1.70 TEC LIGHT 308,Babita,1,1,1,1,0,C,16,
1794,K308,PERSIANA 1.50x1.70 TEC LIGHT 308,Venda Nova,1,0,1,1,9,C,16,
1794,K308,PERSIANA 1.50x1.70 TEC LIGHT 308,Eldorado 2,1,0,1,1,9,C,16,
1794,K308,PERSIANA 1.50x1.70 TEC LIGHT 308,Betim,1,1,1,1,0,C,16,
1795,K309,PERSIANA 1.50x1.70 TEC LIGHT 309,Barreiro,1,0,1,1,1,C,16,
1795,K309,PERSIANA 1.50x1.70 TEC LIGHT 309,G2,1,1,1,1,0,C,21,
1795,K309,PERSIANA 1.50x1.70 TEC LIGHT 309,Guaranis,1,0,1,1,6,C,16,
1795,K309,PERSIANA 1.50x1.70 TEC LIGHT 309,Eldorado 2,1,0,1,1,1,C,6,
1795,K309,PERSIANA 1.50x1.70 TEC LIGHT 309,Babita,1,1,1,1,0,C,16,
1795,K309,PERSIANA 1.50x1.70 TEC LIGHT 309,Betim,1,0,1,1,5,C,16,
1795,K309,PERSIANA 1.50x1.70 TEC LIGHT 309,Tupis,1,0,1,1,3,C,16,
1795,K309,PERSIANA 1.50x1.70 TEC LIGHT 309,Venda Nova,1,1,1,1.4030587500470761,0,C,36,
1796,K314,PERSIANA 1.50x1.70 TEC LIGHT 314,G2,1,0,1,1,5,C,16,
1796,K314,PERSIANA 1.50x1.70 TEC LIGHT 314,Betim,1,0,1,1,4,C,16,
1796,K314,PERSIANA 1.50x1.70 TEC LIGHT 314,Guaranis,1,0,1,1,7,C,16,
1796,K314,PERSIANA 1.50x1.70 TEC LIGHT 314,Eldorado 2,1,0,1,1,2,C,16,
1796,K314,PERSIANA 1.50x1.70 TEC LIGHT 314,Barreiro,1,0,1,1,8,C,16,
1796,K314,PERSIANA 1.50x1.70 TEC LIGHT 314,Tupis,1,0,1,1,7,C,16,
1796,K314,PERSIANA 1.50x1.70 TEC LIGHT 314,Venda Nova,1,1,1,1.3671212568944022,0,C,35,
1796,K314,PERSIANA 1.50x1.70 TEC LIGHT 314,Babita,1,1,1,1,0,C,16,
1797,K318,PERSIANA 1.50x1.70 TEC LIGHT 318,G2,1,0,1,1,4,C,16,
1797,K318,PERSIANA 1.50x1.70 TEC LIGHT 318,Eldorado 2,1,0,1,1.0112790489431625,2,C,16,
1797,K318,PERSIANA 1.50x1.70 TEC LIGHT 318,Babita,1,0,1,1,1,C,16,
1797,K318,PERSIANA 1.50x1.70 TEC LIGHT 318,Venda Nova,1,1,1,1,0,C,16,
1797,K318,PERSIANA 1.50x1.70 TEC LIGHT 318,Betim,1,0,1,1,3,C,16,
1797,K318,PERSIANA 1.50x1.70 TEC LIGHT 318,Barreiro,1,0,1,1,9,C,16,
1797,K318,PERSIANA 1.50x1.70 TEC LIGHT 318,Tupis,1,0,1,1,4,C,16,
1797,K318,PERSIANA 1.50x1.70 TEC LIGHT 318,Guaranis,1,0,1,1,4,C,16,
1798,K320,PERSIANA 1.50x1.70 TEC LIGHT 320,Venda Nova,1,1,1,1,0,C,5,
1798,K320,PERSIANA 1.50x1.70 TEC LIGHT 320,Barreiro,1,0,1,1,18,C,16,
1798,K320,PERSIANA 1.50x1.70 TEC LIGHT 320,G2,1,0,1,1,19,C,16,
1798,K320,PERSIANA 1.50x1.70 TEC LIGHT 320,Tupis,1,0,1,1,20,C,16,
1798,K320,PERSIANA 1.50x1.70 TEC LIGHT 320,Betim,1,0,1,1,17,C,16,
1798,K320,PERSIANA 1.50x1.70 TEC LIGHT 320,Eldorado 2,1,0,1,1,12,C,16,
1798,K320,PERSIANA 1.50x1.70 TEC LIGHT 320,Babita,1,1,1,1,0,C,16,
1798,K320,PERSIANA 1.50x1.70 TEC LIGHT 320,Guaranis,1,0,1,1,16,C,16,
1799,K352,PERSIANA 1.50x1.70 TEC LIGHT 352,G2,1,1,1,1,0,C,16,
1800,K354,PERSIANA 1.50x1.70 TEC LIGHT 354,G2,1,1,1,1,0,C,16,
1800,K354,PERSIANA 1.50x1.70 TEC LIGHT 354,Barreiro,1,1,1,1,0,C,16,
1800,K354,PERSIANA 1.50x1.70 TEC LIGHT 354,Babita,1,1,1,1,0,C,16,
1801,K356,PERSIANA 1.50x1.70 TEC LIGHT 356,Guaranis,1,1,1,1,0,C,16,
1801,K356,PERSIANA 1.50x1.70 TEC LIGHT 356,G2,1,1,1,1,0,C,16,
1801,K356,PERSIANA 1.50x1.70 TEC LIGHT 356,Betim,1,0,1,1,1,C,16,
1801,K356,PERSIANA 1.50x1.70 TEC LIGHT 356,Barreiro,1,1,1,1,0,C,16,
1801,K356,PERSIANA 1.50x1.70 TEC LIGHT 356,Babita,1,1,1,1,0,C,16,
1801,K356,PERSIANA 1.50x1.70 TEC LIGHT 356,Tupis,1,1,1,1,0,C,16,
1801,K356,PERSIANA 1.50x1.70 TEC LIGHT 356,Venda Nova,1,1,1,1,0,C,16,
1802,K358,PERSIANA 1.50x1.70 TEC LIGHT 358,Barreiro,1,0,1,1,3,C,16,
1802,K358,PERSIANA 1.50x1.70 TEC LIGHT 358,G2,1,1,1,1,0,C,16,
1802,K358,PERSIANA 1.50x1.70 TEC LIGHT 358,Eldorado 2,1,0,1,1,3,C,16,
1802,K358,PERSIANA 1.50x1.70 TEC LIGHT 358,Babita,1,1,1,1,0,C,16,
1802,K358,PERSIANA 1.50x1.70 TEC LIGHT 358,Guaranis,1,0,1,1,2,C,16,
1802,K358,PERSIANA 1.50x1.70 TEC LIGHT 358,Betim,1,0,1,1,1,C,16,
1802,K358,PERSIANA 1.50x1.70 TEC LIGHT 358,Venda Nova,1,1,1,1,0,C,16,
1802,K358,PERSIANA 1.50x1.70 TEC LIGHT 358,Tupis,1,1,1,1,0,C,16,
1803,K262,PERSIANA 1.50x1.70 TEC RESINADA 262,Guaranis,1,1,1,1,0,C,16,
1803,K262,PERSIANA 1.50x1.70 TEC RESINADA 262,G2,1,1,1,1,0,C,16,
1804,K264,PERSIANA 1.50x1.70 TEC RESINADA 264,Guaranis,1,1,1,1,0,C,16,
1806,K402,PERSIANA 1.50x1.70 TEC RESINADA 402,Barreiro,1,1,1,1,0,C,16,
1808,K404,PERSIANA 1.50x1.70 TEC RESINADA 404,Barreiro,1,1,1,1,0,C,16,
1811,K422,PERSIANA 1.50x1.70 TEC RESINADA 422,Guaranis,1,1,1,1,0,C,16,
1811,K422,PERSIANA 1.50x1.70 TEC RESINADA 422,G2,1,1,1,1,0,C,16,
1812,K423,PERSIANA 1.50x1.70 TEC RESINADA 423,Guaranis,1,1,1,1,0,C,16,
1812,K423,PERSIANA 1.50x1.70 TEC RESINADA 423,Betim,1,1,1,1,0,C,16,
1814,K433,PERSIANA 1.50x1.70 TEC RESINADA 433,Barreiro,1,1,1,1,0,C,16,
1814,K433,PERSIANA 1.50x1.70 TEC RESINADA 433,G2,1,1,1,1,0,C,16,
1816,K441,PERSIANA 1.50x1.70 TEC RESINADA 441,Barreiro,1,1,1,1,0,C,16,
1817,K442,PERSIANA 1.50x1.70 TEC RESINADA 442,Barreiro,1,1,1,1,0,C,16,
1818,K443,PERSIANA 1.50x1.70 TEC RESINADA 443,Betim,1,1,1,1,0,C,16,
1819,K444,PERSIANA 1.50x1.70 TEC RESINADA 444,Guaranis,1,1,1,1,0,C,16,
1819,K444,PERSIANA 1.50x1.70 TEC RESINADA 444,G2,1,1,1,1,0,C,16,
1819,K444,PERSIANA 1.50x1.70 TEC RESINADA 444,Venda Nova,1,1,1,1,0,C,16,
1819,K444,PERSIANA 1.50x1.70 TEC RESINADA 444,Betim,1,1,1,1,0,C,16,
1819,K444,PERSIANA 1.50x1.70 TEC RESINADA 444,Barreiro,1,1,1,1,0,C,16,
1819,K444,PERSIANA 1.50x1.70 TEC RESINADA 444,Tupis,1,1,1,1,0,C,16,
1822,K455,PERSIANA 1.50x1.70 TEC RESINADA 455,Guaranis,1,1,1,1,0,C,16,
1822,K455,PERSIANA 1.50x1.70 TEC RESINADA 455,Venda Nova,1,1,1,1,0,C,16,
1822,K455,PERSIANA 1.50x1.70 TEC RESINADA 455,Tupis,1,1,1,1,0,C,16,
1822,K455,PERSIANA 1.50x1.70 TEC RESINADA 455,Betim,1,1,1,1,0,C,16,
1823,K456,PERSIANA 1.50x1.70 TEC RESINADA 456,Barreiro,1,0,1,1,3,C,16,
1823,K456,PERSIANA 1.50x1.70 TEC RESINADA 456,Venda Nova,1,1,1,1,0,C,16,
1823,K456,PERSIANA 1.50x1.70 TEC RESINADA 456,Tupis,1,1,1,1,0,C,16,
1823,K456,PERSIANA 1.50x1.70 TEC RESINADA 456,G2,1,0,1,1,2,C,16,
1824,K457,PERSIANA 1.50x1.70 TEC RESINADA 457,Guaranis,1,1,1,1,0,C,16,
1824,K457,PERSIANA 1.50x1.70 TEC RESINADA 457,Betim,1,1,1,1,0,C,16,
1826,K473,PERSIANA 1.50x1.70 TEC RESINADA 473,Venda Nova,1,0,1,1,3,C,16,
1826,K473,PERSIANA 1.50x1.70 TEC RESINADA 473,Betim,1,1,1,1,0,C,16,
1826,K473,PERSIANA 1.50x1.70 TEC RESINADA 473,Guaranis,1,1,1,1,0,C,16,
1826,K473,PERSIANA 1.50x1.70 TEC RESINADA 473,Tupis,1,1,1,1,0,C,16,
1826,K473,PERSIANA 1.50x1.70 TEC RESINADA 473,G2,1,0,1,1,1,C,16,
1826,K473,PERSIANA 1.50x1.70 TEC RESINADA 473,Babita,1,1,1,1,0,C,16,
1826,K473,PERSIANA 1.50x1.70 TEC RESINADA 473,Barreiro,1,0,1,1,2,C,16,
1829,K505,PERSIANA 1.50x1.70 TEC RESINADA 505,G2,1,1,1,1,0,C,16,
1829,K505,PERSIANA 1.50x1.70 TEC RESINADA 505,Barreiro,1,1,1,1,0,C,16,
1829,K505,PERSIANA 1.50x1.70 TEC RESINADA 505,Betim,1,1,1,1,0,C,16,
1829,K505,PERSIANA 1.50x1.70 TEC RESINADA 505,Tupis,1,1,1,1,0,C,16,
1829,K505,PERSIANA 1.50x1.70 TEC RESINADA 505,Babita,1,1,1,1,0,C,16,
1829,K505,PERSIANA 1.50x1.70 TEC RESINADA 505,Guaranis,1,1,1,1,0,C,19,
1830,K506,PERSIANA 1.50x1.70 TEC RESINADA 506,Venda Nova,1,1,1,1,0,C,16,
1830,K506,PERSIANA 1.50x1.70 TEC RESINADA 506,G2,1,0,1,1,1,C,16,
1830,K506,PERSIANA 1.50x1.70 TEC RESINADA 506,Betim,1,0,1,1,1,C,16,
1830,K506,PERSIANA 1.50x1.70 TEC RESINADA 506,Barreiro,1,0,1,1,1,C,16,
1830,K506,PERSIANA 1.50x1.70 TEC RESINADA 506,Tupis,1,0,1,1,5,C,16,
1831,K508,PERSIANA 1.50x1.70 TEC RESINADA 508,Guaranis,1,1,1,1,0,C,16,
1831,K508,PERSIANA 1.50x1.70 TEC RESINADA 508,Barreiro,1,1,1,1,0,C,16,
1831,K508,PERSIANA 1.50x1.70 TEC RESINADA 508,G2,1,1,1,1,0,C,16,
1831,K508,PERSIANA 1.50x1.70 TEC RESINADA 508,Betim,1,1,1,1,0,C,16,
1832,K509,PERSIANA 1.50x1.70 TEC RESINADA 509,Betim,1,1,1,1,0,C,16,
1832,K509,PERSIANA 1.50x1.70 TEC RESINADA 509,Guaranis,1,1,1,1,0,C,16,
1832,K509,PERSIANA 1.50x1.70 TEC RESINADA 509,Barreiro,1,0,1,1,2,C,16,
1833,K510,PERSIANA 1.50x1.70 TEC RESINADA 510,Barreiro,1,1,1,1,0,C,16,
1833,K510,PERSIANA 1.50x1.70 TEC RESINADA 510,Betim,1,0,1,1,1,C,16,
1834,K511,PERSIANA 1.50x1.70 TEC RESINADA 511,Venda Nova,1,1,1,1,0,C,16,
1835,K517,PERSIANA 1.50x1.70 TEC RESINADA 517,Betim,1,1,1,1,0,C,16,
1835,K517,PERSIANA 1.50x1.70 TEC RESINADA 517,Barreiro,1,1,1,1,0,C,16,
1835,K517,PERSIANA 1.50x1.70 TEC RESINADA 517,Tupis,1,0,1,1,1,C,16,
1836,K521,PERSIANA 1.50x1.70 TEC RESINADA 521,Barreiro,1,0,1,1,2,C,16,
1836,K521,PERSIANA 1.50x1.70 TEC RESINADA 521,Tupis,1,0,1,1,4,C,16,
1836,K521,PERSIANA 1.50x1.70 TEC RESINADA 521,Eldorado 2,1,1,1,1,0,C,16,
1838,K524,PERSIANA 1.50x1.70 TEC RESINADA 524,Barreiro,1,1,1,1,0,C,16,
1839,K525,PERSIANA 1.50x1.70 TEC RESINADA 525,Guaranis,1,1,1,1,0,C,16,
1839,K525,PERSIANA 1.50x1.70 TEC RESINADA 525,Betim,1,0,1,1,1,C,16,
1840,K526,PERSIANA 1.50x1.70 TEC RESINADA 526,Venda Nova,1,1,1,1,0,C,16,
1840,K526,PERSIANA 1.50x1.70 TEC RESINADA 526,Guaranis,1,1,1,1,0,C,16,
1840,K526,PERSIANA 1.50x1.70 TEC RESINADA 526,Tupis,1,1,1,1,0,C,16,
1841,K527,PERSIANA 1.50x1.70 TEC RESINADA 527,Barreiro,1,1,1,1,0,C,16,
1841,K527,PERSIANA 1.50x1.70 TEC RESINADA 527,Betim,1,1,1,1,0,C,3,
1841,K527,PERSIANA 1.50x1.70 TEC RESINADA 527,Venda Nova,1,1,1,1,0,C,16,
1842,K543,PERSIANA 1.50x1.70 TEC RESINADA 543,G2,1,1,1,1,0,C,16,
1842,K543,PERSIANA 1.50x1.70 TEC RESINADA 543,Venda Nova,1,1,1,1,0,C,16,
1842,K543,PERSIANA 1.50x1.70 TEC RESINADA 543,Barreiro,1,1,1,1,0,C,16,
1842,K543,PERSIANA 1.50x1.70 TEC RESINADA 543,Eldorado 2,1,1,1,1,0,C,16,
1842,K543,PERSIANA 1.50x1.70 TEC RESINADA 543,Betim,1,1,1,1,0,C,16,
1842,K543,PERSIANA 1.50x1.70 TEC RESINADA 543,Tupis,1,0,1,1,2,C,16,
1843,K545,PERSIANA 1.50x1.70 TEC RESINADA 545,Betim,1,1,1,1,0,C,16,
1843,K545,PERSIANA 1.50x1.70 TEC RESINADA 545,Barreiro,1,1,1,1,0,C,16,
1843,K545,PERSIANA 1.50x1.70 TEC RESINADA 545,Venda Nova,1,1,1,1,0,C,16,
1844,K547,PERSIANA 1.50x1.70 TEC RESINADA 547,Guaranis,1,1,1,1,0,C,16,
1844,K547,PERSIANA 1.50x1.70 TEC RESINADA 547,G2,1,1,1,1,0,C,16,
1845,K548,PERSIANA 1.50x1.70 TEC RESINADA 548,Betim,1,0,1,1,1,C,16,
1845,K548,PERSIANA 1.50x1.70 TEC RESINADA 548,G2,1,1,1,1,0,C,16,
1845,K548,PERSIANA 1.50x1.70 TEC RESINADA 548,Barreiro,1,1,1,1,0,C,16,
1845,K548,PERSIANA 1.50x1.70 TEC RESINADA 548,Tupis,1,1,1,1,0,C,16,
1846,K562,PERSIANA 1.50x1.70 TEC RESINADA 562,Betim,1,0,1,1,1,C,16,
1846,K562,PERSIANA 1.50x1.70 TEC RESINADA 562,Barreiro,1,0,1,1,1,C,16,
1846,K562,PERSIANA 1.50x1.70 TEC RESINADA 562,Babita,1,1,1,1,0,C,16,
1846,K562,PERSIANA 1.50x1.70 TEC RESINADA 562,Tupis,1,1,1,1,0,C,16,
1846,K562,PERSIANA 1.50x1.70 TEC RESINADA 562,Venda Nova,1,1,1,1,0,C,16,
1847,K563,PERSIANA 1.50x1.70 TEC RESINADA 563,Tupis,1,0,1,1,1,C,16,
1847,K563,PERSIANA 1.50x1.70 TEC RESINADA 563,Betim,1,1,1,1,0,C,16,
1847,K563,PERSIANA 1.50x1.70 TEC RESINADA 563,Guaranis,1,1,1,1,0,C,16,
1848,K564,PERSIANA 1.50x1.70 TEC RESINADA 564,Betim,1,1,1,1,0,C,16,
1848,K564,PERSIANA 1.50x1.70 TEC RESINADA 564,Barreiro,1,1,1,1,0,C,16,
1849,K572,PERSIANA 1.50x1.70 TEC RESINADA 572,Guaranis,1,1,1,1,0,C,16,
1849,K572,PERSIANA 1.50x1.70 TEC RESINADA 572,Barreiro,1,0,1,1,2,C,16,
1849,K572,PERSIANA 1.50x1.70 TEC RESINADA 572,G2,1,1,1,1,0,C,16,
1849,K572,PERSIANA 1.50x1.70 TEC RESINADA 572,Babita,1,1,1,1,0,C,16,
1849,K572,PERSIANA 1.50x1.70 TEC RESINADA 572,Tupis,1,0,1,1,1,C,16,
1849,K572,PERSIANA 1.50x1.70 TEC RESINADA 572,Venda Nova,1,0,1,1,1,C,16,
1849,K572,PERSIANA 1.50x1.70 TEC RESINADA 572,Betim,1,0,1,1,2,C,16,
1850,K573,PERSIANA 1.50x1.70 TEC RESINADA 573,Guaranis,1,0,1,1,3,C,16,
1850,K573,PERSIANA 1.50x1.70 TEC RESINADA 573,Barreiro,1,0,1,1,5,C,16,
1850,K573,PERSIANA 1.50x1.70 TEC RESINADA 573,Eldorado 2,1,0,1,1,2,C,16,
1850,K573,PERSIANA 1.50x1.70 TEC RESINADA 573,Babita,1,1,1,1,0,C,16,
1850,K573,PERSIANA 1.50x1.70 TEC RESINADA 573,Betim,1,0,1,1,3,C,16,
1850,K573,PERSIANA 1.50x1.70 TEC RESINADA 573,Venda Nova,1,0,1,1,1,C,16,
1851,K574,PERSIANA 1.50x1.70 TEC RESINADA 574,Babita,1,0,1,1,1,C,16,
1852,K575,PERSIANA 1.50x1.70 TEC RESINADA 575,Guaranis,1,0,1,1,1,C,16,
1854,K577,PERSIANA 1.50x1.70 TEC RESINADA 577,Babita,1,1,1,1,0,C,16,
1854,K577,PERSIANA 1.50x1.70 TEC RESINADA 577,Guaranis,1,1,1,1,0,C,16,
1854,K577,PERSIANA 1.50x1.70 TEC RESINADA 577,Barreiro,1,1,1,1,0,C,16,
1854,K577,PERSIANA 1.50x1.70 TEC RESINADA 577,Betim,1,1,1,1,0,C,16,
1856,K583,PERSIANA 1.50x1.70 TEC RESINADA 583,Guaranis,1,1,1,1,0,C,16,
1856,K583,PERSIANA 1.50x1.70 TEC RESINADA 583,Betim,1,1,1,1,0,C,16,
1857,K585,PERSIANA 1.50x1.70 TEC RESINADA 585,Barreiro,1,1,1,1,0,C,16,
1857,K585,PERSIANA 1.50x1.70 TEC RESINADA 585,Venda Nova,1,1,1,1,0,C,16,
1858,K621,PERSIANA 1.50x1.70 TEC RESINADA 621,Guaranis,1,1,1,1,0,C,16,
1859,K623,PERSIANA 1.50x1.70 TEC RESINADA 623,Venda Nova,1,0,1,1,2,C,16,
1859,K623,PERSIANA 1.50x1.70 TEC RESINADA 623,Betim,1,0,1,1,2,C,16,
1860,K624,PERSIANA 1.50x1.70 TEC RESINADA 624,Barreiro,1,1,1,1,0,C,16,
1860,K624,PERSIANA 1.50x1.70 TEC RESINADA 624,Venda Nova,1,1,1,1,0,C,16,
1861,K626,PERSIANA 1.50x1.70 TEC RESINADA 626,G2,1,0,1,1,4,C,16,
1861,K626,PERSIANA 1.50x1.70 TEC RESINADA 626,Betim,1,0,1,1,6,C,16,
1861,K626,PERSIANA 1.50x1.70 TEC RESINADA 626,Venda Nova,1,1,1,1,0,C,16,
1862,K627,PERSIANA 1.50x1.70 TEC RESINADA 627,Guaranis,1,0,1,1,3,C,16,
1862,K627,PERSIANA 1.50x1.70 TEC RESINADA 627,Eldorado 2,1,0,1,1,4,C,16,
1862,K627,PERSIANA 1.50x1.70 TEC RESINADA 627,Babita,1,1,1,1,0,C,16,
1862,K627,PERSIANA 1.50x1.70 TEC RESINADA 627,G2,1,0,1,1,5,C,16,
1862,K627,PERSIANA 1.50x1.70 TEC RESINADA 627,Betim,1,0,1,1,9,C,16,
1862,K627,PERSIANA 1.50x1.70 TEC RESINADA 627,Venda Nova,1,0,1,1,13,C,16,
1862,K627,PERSIANA 1.50x1.70 TEC RESINADA 627,Barreiro,1,0,1,1,6,C,16,
1862,K627,PERSIANA 1.50x1.70 TEC RESINADA 627,Tupis,1,0,1,1,4,C,16,
1863,K628,PERSIANA 1.50x1.70 TEC RESINADA 628,G2,1,0,1,1,3,C,16,
1863,K628,PERSIANA 1.50x1.70 TEC RESINADA 628,Guaranis,1,0,1,1,4,C,16,
1863,K628,PERSIANA 1.50x1.70 TEC RESINADA 628,Eldorado 2,1,1,1,1,0,C,16,
1863,K628,PERSIANA 1.50x1.70 TEC RESINADA 628,Barreiro,1,0,1,1,5,C,16,
1863,K628,PERSIANA 1.50x1.70 TEC RESINADA 628,Babita,1,0,1,1,1,C,16,
1863,K628,PERSIANA 1.50x1.70 TEC RESINADA 628,Betim,1,0,1,1,5,C,16,
1863,K628,PERSIANA 1.50x1.70 TEC RESINADA 628,Venda Nova,1,1,1,1,0,C,16,
1864,K629,PERSIANA 1.50x1.70 TEC RESINADA 629,Tupis,1,1,1,1,0,C,6,
1864,K629,PERSIANA 1.50x1.70 TEC RESINADA 629,G2,1,1,1,1,0,C,16,
1864,K629,PERSIANA 1.50x1.70 TEC RESINADA 629,Guaranis,1,1,1,1,0,C,16,
1864,K629,PERSIANA 1.50x1.70 TEC RESINADA 629,Barreiro,1,1,1,1,0,C,16,
1864,K629,PERSIANA 1.50x1.70 TEC RESINADA 629,Betim,1,1,1,1,0,C,16,
1864,K629,PERSIANA 1.50x1.70 TEC RESINADA 629,Venda Nova,1,1,1,1,0,C,16,
